a-eastell | at, in, or to the east of. | the process of changing or causing something to change from one form to another. | (of a person) show anger or irritation. | a pair of glasses.
anemochore | a plant whose seeds or other propagules are dispersed by wind. also more generally: any organism whose propagules or offspring are dispersed by wind. | the basic structure of a society, culture, activity, etc. | estimate something to be (a particular amount) | denoting a case (especially in latin) of nouns and pronouns and words in grammatical agreement with them indicating an agent, instrument, or source, expressed by 'by', 'with', or 'from' in english.
anemochorous | of a plant or other organism: having seeds, other propagules, or offspring that are dispersed by wind. also: designating this mode of dispersal. | sameness of pitch or tone in a sound or utterance. | (of a person) shrewd; sharp. | different from one another; of different kinds or sorts.
anemotactic | of, relating to, or of the nature of anemotaxis | a person's circle of close friends. | a passage from the bible or other religious work, especially when used as the subject of a sermon. | (of an official) supervise arrangements or keep order at (a large public event)
anemotaxis | movement of an organism in a direction determined by that of the wind. | a formal arrangement made between the parties to a lawsuit in order to resolve it, especially out of court. | a noticeably rapid, strong, or irregular heartbeat due to agitation, exertion, or illness. | the branch of medicine involving study and treatment of the blood.
anemotropic | of, relating to, or of the nature of anemotropism | (of air, water, or food) fresh, pure, and untainted. | (especially of metals or fuels) of a kind not ordinarily encountered; specially produced. | a statement or theory that is put forward as a premise to be maintained or proved.
anepigraphic | of a coin or other artefact: without an inscription or legend. | stride somewhere in a proud, stiff, or angry manner. | (of food) decorated or dusted with icing or sugar. | the right wing of an army.
anergic | chiefly psychiatry. lacking mental or physical energy | a section of a government department in charge of a particular activity. | resist expressing (a feeling) or uttering (words) | a large jib set forward of a staysail in light winds.
anergy | chiefly psychiatry. loss or lack of mental or physical energy, esp. as manifested in inactivity or disinclination to act | (of colour) dark and intense. | a test of the performance, qualities, or suitability of someone or something. | a despicable or contemptible man.
aneucapnic lamp | a type of smokeless oil lamp having two metallic globes over the wick that serve to conduct air to the flame, avoiding the need for a chimney. | a stupid or contemptible person. | plain clothes worn by a person who wears a uniform for their job, such as a soldier or police officer. | (of a flower) having more than one circle of petals.
aneutronic | designating a type of fusion reaction in which nearly all of the energy that is released is carried by charged particles, rather than neutrons. | take control of (a smaller or less powerful entity) and make it a part of a larger one. | used in names of related plants, only some of which are used to produce mustard for the table, e.g. hedge mustard. | a service of evening prayer in other churches.
april fool's | april fool's day (1 april), a day on which tricks or hoaxes are traditionally perpetrated. | prevent or obstruct (an anticipated event or action) by taking advance action. | a lawyer. | harbour (a belief or feeling), especially for a long time.
b-day | the anniversary of the day on which a person was born | of chief importance; principal. | relating to the kru or their language. | a site for depositing rubbish.
beanhond | transitive. with that-clause as object. to assert | any of a number of long-bodied edible marine fishes. | an issue on which opinions are divided. | a residential street without through access.
bear dancing | a form of entertainment in which a bear is trained and forced to dance, usually while tethered by a ring through the nose. | a piece of equipment containing several objects used in a particular activity. | a ship's breadth at its widest point. | a gladiolus.
beardo | (a nickname for) a person who has a beard. also: a person of a type regarded as characteristically having a beard | so as to be connected by telephone. | a grey thing or animal, in particular a grey or white horse. | defiled or contaminated according to ritual prescriptions.
beardsleyan | of, relating to, or reminiscent of aubrey beardsley or his art nouveau decorative illustrations | the wife or widow of a marquis. | an adult female human being. | a toilet.
bear-fighting | rough, rowdy, or boisterous behaviour. now rare. | situated or occurring at a point nearer the source of a river. | of or denoting a scale of temperature on which water freezes at 0° and boils at 100° under standard conditions. | hold back or obstruct (something)
bear flag | u.s. frequently with capital initials. the flag of california, which depicts a bear. | a wood on the side of a steep hill. | a person who is studying at a university or other place of higher education. | a person who goes naked in designated areas; a nudist.
bear hunter | a person who hunts bears. | baffle or deceive (someone) | physical sports and games of any kind. | the offence of wilfully telling an untruth or making a misrepresentation under oath.
bear hunting | the activity, sport, or practice of hunting bears | a small swelling or aggregation of cells in the body, especially an abnormal one. | a cultivated plant of the parsley family, with closely packed succulent leaf stalks which are used as a salad or cooked vegetable. | a shelter made by covering a framework of bent branches with canvas or tarpaulin.
béarnais | a native or inhabitant of béarn in south-western france. | deceive or betray (a person with whom one is supposedly cooperating) | a person who is not accepted by or who isolates themselves from society. | a tree that bears cones and needle-like or scale-like leaves that are typically evergreen. conifers are of major importance as the source of softwood, and also supply resins and turpentine.
birth stain | the state of sin into which, according to traditional jewish and christian theology, mankind lapsed because of adam's transgression | a mapping that is both one-to-one (an injection) and onto (a surjection), i.e. a function which relates each member of a set s (the domain) to a separate and distinct member of another set t (the range), where each member in t also has a corresponding member in s. | a protein whose presence in the blood promotes aldosterone secretion and tends to raise blood pressure. | an imperial unit of power equal to 550 foot-pounds per second (about 750 watts).
birth story | the story of a person's birth or of a mother's experience of childbirth. | an elemental spirit living in fire. | the si unit of illuminance, equal to one lumen per square metre. | a wild mammal related to the goat, such as the ibex.
cartoonish | characteristic of or resembling a cartoon, esp. in being unrealistically simplified or involving humorous exaggeration. | a substance that stabilizes an emulsion, in particular an additive used to stabilize processed foods. | an increase in a particular opinion among a large section of the population. | untidy in appearance after being exposed to the wind.
childbearer | a woman who gives birth, a mother. also: (esp. in later use) a woman viewed (only or primarily) as someone who bears children. | a birdwatcher. | (of a colour) containing pale blue or grey. | used to express assent or understanding.
chrissie | christmas. frequently (and in earliest use) as a modifier. | in a way that is concerned only with one's own interests and disregards accepted standards in order to achieve them. | one side of something many-sided, especially of a cut gem. | have a good command of (a subject or language).
christ almighty | (the title of) jesus of nazareth | a can or container holding a spray. | the business of giving expert advice to other professionals. | an ornamental plant of the daisy family, which bears single brightly coloured flowers and is native to mexico and warm regions of america.
christenly | adhering to christianity | the part of a view that is nearest to the observer, especially in a picture or photograph. | a small block or bar of soap. | a person or thing that is being discussed, described, or dealt with.
christianing | the action or practice of christening a person | take exception to or disagree with (something) | a person who practises necromancy; a wizard or magician. | the past considered as a whole.
christianocategorian | an accuser of christians. | a code word representing the letter q, used in radio communication. | formulate again or differently. | walk in a specified way.
christianophobia | intense dislike or fear of christianity | (of a game or match) not forming part of a serious competition. | a person captured and kept confined by an enemy or criminal. | each of the two parts of the cerebrum (left and right) in the brain of a vertebrate.
christian scientism | the beliefs and practices of the church of christ, scientist | the object or aim of someone's endeavours. | (in science and technology) relating to the permanent deformation of a solid without fracture by the temporary application of force. | denoting film for or a photograph taken with a polaroid camera.
christ jesus | (a title of or name for) jesus (jesus n. 1). | a spell of ranting; a tirade. | relating to the tswana or their language. | the flat end of a cask or drum.
christly | colloquial. as an intensifier. to a great or excessive degree | horrifyingly wicked. | a copy of the new testament. | strong desire or concern to do something or for something to happen.
christophene | the chayote, sechium edule | a strongly held belief. | (in england) a group of ten householders who lived close together and were collectively responsible for each other's behaviour. | (of a speech sound) produced by articulating the root of the tongue with the pharynx, a feature of certain consonants in arabic, for example.
christophobia | intense dislike or fear of christianity | stimulate or persuade (someone who is reluctant or slow) to do something. | an act or period of storing electrical energy in a battery. | (of a living organism) grow or develop in a healthy or vigorous way, especially as the result of a particularly congenial environment.
christotokos | as a title of the virgin mary: mother of christ. | a faculty or property distinguishing a person or class. | a person with original ideas about what the future will or could be like. | (of coffee) made with skimmed or semi-skimmed milk.
christwards | to christwards: in the direction of christ | downstairs. | a radio or telephone operator. | (of a muscle) move (a limb or part) away from the midline of the body or from another part.
coulrophobia | extreme or irrational fear of clowns. | release (a dog) from a leash. | try desperately to move or remove something with the hands. | providing or showing creative or spiritual inspiration.
delayer | intransitive. to remove a layer of clothing. | flood or flow over (a surface or area) | deflection of radiation or particles through an angle of 180°. | an expression of gratitude.
deletable | that may be omitted | a particular point in events or time. | a large, flat, rounded boiled sweet on the end of a stick. | a material for making fences, walls, etc., consisting of rods or stakes interlaced with twigs or branches.
delete button | on the keyboard of a keypunch (keypunch n. 2): a key used to delete a character or piece of data recorded on a punched card | the quality or fact of being able to grip something firmly; grip. | an open rebellion against the proper authorities, especially by soldiers or sailors against their officers. | behaviour or events that resemble melodrama.
delete key | telegraphy. on a keypad: a key used to delete a piece of data from a storage relay. rare. | the maintenance of continuous action and self-consistent detail in the various scenes of a film or broadcast. | (of a view) unobstructed. | motivated by a person's beliefs or actions concerning politics.
deleter | a person who or thing which deletes something. | attempt to repair or improve something in a casual or desultory way. | melt (butter) in order to separate out the water and milk solids. | airborne substances resulting from an industrial process or accident.
deleveraging | the practice or process of reducing the level of debt held as a proportion of equity in order to limit financial risk. | the quality or state of being diverse in character or content. | a load or burden. | a person, group, or country under the control of another.
delexical | of a verb: having little or no meaning in itself | insects of the order coleoptera; beetles. | take (a small amount) from something. | (of wine) be exposed to fresh air.
delhiite | a native or inhabitant of the city or territory of delhi. | financial or material help given to a country or area in need. | a synthetic drug that stimulates the sympathetic and central nervous systems, used chiefly to improve mental activity in attention deficit disorder. | a member of the indigenous people of north africa.
deli | a member of a former light cavalry unit within the turkish infantry that served as the vizier's personal retinue and acted as a shock troop. | from this or that time on. | a poor performer in a sport or game, in particular (in cricket) a poor batsman. | a local official, in particular the chief magistrate of a town or district in anglo-saxon england.
delicense | transitive. to deprive (a person, business, vehicle, etc.) of a license providing official permission to operate | (in an invertebrate) a small, slender pointed appendage; a stylet. | a person with original ideas about what the future will or could be like. | the state of being unable to be used or obtained.
destigmatizing | the action or process of removing the negative connotation or social stigma associated with something | the activity of travelling or sliding downhill over snow on a sledge. | a person who looks after a church and churchyard, typically acting as bell-ringer and gravedigger. | a refusal to work organized by a body of employees as a form of protest, typically in an attempt to gain a concession or concessions from their employer.
destigmatizing | that removes negative associations from something formerly regarded as shameful or disgraceful | a pacemaker. | throw a counterpunch. | untwisted silk fibres used in embroidery.
dinucleotide | a molecule consisting of two mononucleotides | the basic form of a verb, without an inflection binding it to a particular subject or tense (e.g. see in we came to see, let him see). | become smeared when rubbed. | a swelling on the back of a horse's hock, caused by spraining a ligament.
emirati | a native or inhabitant of the united arab emirates. | a highly amusing or entertaining person or thing. | a device for regularly interrupting an electric current or a beam of light or particles. | make (something) ready for use or consideration.
finna | 'fixing to' | shoot or pass (the ball) with the head. | expressing the means by which something is done. | defecate.
jeez louise | expressing any of a number of feelings or emotions, esp. surprise, dismay, or exasperation. | lack of emotion or enthusiasm; dullness. | insert pages, typically blank ones, between the pages of (a book) | move silently or threateningly through (a place)
jeezly | as an intensifier: damned, darned. | the tree which yields the persimmon, related to ebony. | a kind of dark-coloured china tea made by fermenting the withered leaves to about half the degree usual for black teas. | a person whose physical or mental health or strength has failed.
jesus god | expressing surprise, dismay, disbelief, exasperation, etc. | the acquisition of knowledge or skills through study, experience, or being taught. | a male salmon in the spawning season. | capable of reading existing data and accepting alterations or further input.
jesusy | of, relating to, or resembling jesus | used for emphasis or to invite agreement. | a flaming torch, especially one made of several thick wicks dipped in wax. | an analogy.
newst | with reference to manner, character, or degree: nearly, almost, approximately. | high rank or social standing. | showing good aesthetic judgement or appropriate behaviour. | sickly; not robust.
nomen sacrum | any of various words of particular religious significance given a standard contracted form by early christian scribes | an attractively polite manner of behaving. | denoting an animal of inferior breed or physique. | (of an area of land) covered with woods or many trees.
non-trinitarian | a christian who does not believe in the doctrine of the trinity | extreme physical sensitivity to particular substances or conditions. | the rescue of a wrecked or disabled ship or its cargo from loss at sea. | of or adhering to the christadelphian sect and its beliefs.
novichok | any of a group of highly toxic organophosphate nerve agents developed in the former soviet union. | enigmatic or incomprehensible symbols or writing. | in a way that shows concern with what is held to be socially acceptable. | advocating or pursuing an aggressive military policy; hawkish.
pep | post-exposure prophylaxis. | not done on purpose; unintentional. | an untidy collection of objects placed haphazardly on top of each other. | a member of an african people of south-western nigeria and benin.
puggle | a young or baby echidna or platypus. | a heavy stake or post driven vertically into the bed of a river, soft ground, etc., to support the foundations of a superstructure. | (in other churches) a local administrative body. | give an unofficial name or nickname to.
pussivant | transitive. to push or pull (a person) unceremoniously | be doomed to misfortune or failure. | an informer. | the action of getting on or into a ship, aircraft, or other vehicle.
spaff | intransitive. of a man: to ejaculate. also transitive in phrases such as to spaff one's load: to ejaculate semen (cf. load n. additions ). | a long, narrow strip of a thin material such as wood. | a disc of red paper stuck on a legal document as a seal. | the action of wrongfully dealing with goods in a manner inconsistent with the owner's rights.
steeked | of a knitted item: worked with a steek (steek n.3). of an opening: that has been steeked (steek v.4 2). | score or cause to score (a run or runs) | a strong-billed australasian bird, noted for the male's habit of constructing an elaborate run or bower adorned with feathers, shells, and other objects to attract the female for courtship. | the process of treating a substance with heat, enzymes, or a solvent to promote decomposition or extract essential components.
steeking | the action, process, or technique of working a section of extra stitches in a knitted item at a point which will ultimately be cut open | a person with a compulsive habit or obsessive dependency on something. | (especially of a woman or part of her body) having an attractive or well-proportioned shape. | (of formal proceedings) be temporarily suspended.
theonomous | ruled, governed by, or subject to the authority of god. | tentative, unsure, or slow in acting or speaking. | have sex with. | a region of the brain formerly held to be the seat of a particular faculty.
tinkerman | a fisherman who uses a trink-net, esp. to catch undersized fish illegally | situated beside a swimming pool. | a brief pause or moment of hesitation. | act in a specified capacity.
tinkerman | a manager or coach of a sports club, esp. a football club, who habitually modifies or meddles with the line-up of the team. | a pearl of the finest quality. | a dull greenish or brownish-yellow colour. | the state or condition of being equal, especially as regards status or pay.
tinker man | a male tinker (tinker n.1 1a 1b). | (of a person or their behaviour) completely without pride or dignity; self-abasing. | a thing that is asked for. | buy and sell assets using arbitrage.
tinker woman | a female tinker. | courage and determination. | a spell of jogging. | used to emphasize the speaker's firm belief that what they are saying is true and often their surprise that there is any doubt of this.
tin-kettler | a member of a boisterous group that serenades a newly-wed couple with a cacophonous noise made by beating kettles, pans, and similar objects. | make an appearance; turn up. | an enclosed area surrounding a church, especially as used for burials. | a piece of equipment carried on a person's back.
travel centre | a town, area, etc., to which or from which many people travel | move back or away, especially because of fear or disgust. | a point marking the end of a race. | intentionally ridiculous or bizarre; surreal.
travelling stockman | a stockman who drives cattle, sheep, etc., over long distances | (of a legislative body) having a single legislative chamber. | the process by which genetic material or a living organism gives rise to a copy of itself. | the central cavity of the labyrinth of the inner ear.
c-19 | the disease covid-19 | a type of pop music featuring heavy use of synthesizers and other electronic instruments, originating in the early 1980s. | a group of living organisms consisting of similar individuals capable of exchanging genes or interbreeding. the species is the principal natural taxonomic unit, ranking below a genus and denoted by a latin binomial, e.g. homo sapiens. | smiling broadly; grinning.
comorbid | of or relating to comorbidity | a particular type of illness or disease. | withdraw (a publication) from the market and recycle the paper. | a man of great physical strength, especially one who performs feats of strength as a form of entertainment.
corona | a coronavirus | one of several drawings making up a cartoon strip. | a waxy substance that originates as a secretion in the intestines of the sperm whale, found floating in tropical seas and used in perfume manufacture. | a person that runs, especially in a specified way.
covid | the disease covid-19 | the state of being unknown, inconspicuous, or unimportant. | the projecting piece on a sundial that shows the time by the position of its shadow. | cause to be in a particular state or condition.
cv | a coronavirus | a bunker or other hollow on a golf course. | the hydrogen isotope tritium. | expose (a land surface) that was formerly buried.
cv-19 | the disease covid-19 | (in filming) an outdoor scene. | a person's buttocks. | a painter, writer, or composer who is an exponent of impressionism.
frontliner | a person positioned on the foremost line, row, or part of something | a chemical bath for changing the colour or shade of a photographic print, especially as specified. | (of an international loan or aid) not given subject to the condition that it should be used for purchases from the donor country. | a spare tyre for a motor vehicle.
all-dressed | denoting food, esp. pizza, that has been prepared with all of the offered toppings, spices, condiments, etc. | a person or thing that has a subduing or inhibiting effect. | the branched stemlike structure of some colonial hydroid coelenterates, attaching the colony to the substrate. | a gland surrounding the neck of the bladder in male mammals and releasing a fluid component of semen.
amenitized | of a house or other building: provided or equipped with various amenities. | ancestors. | a weak, socially inept, or boringly studious person. | mark (a bill) as paid.
amenorrhoeic | affected with amenorrhoea | a footballer skilled in scoring goals. | something that is kept or meant to be kept unknown or unseen by others. | in a way that is distinct in outline or detail; clearly.
amensal | of, relating to, of the nature of, or characterized by amensalism | a playful, extrovert person. | a convulsive catching of breath. | a piece of merchandise which can be tested by potential buyers.
amensalism | interaction between two species or groups of organisms in which one is harmed and the other unaffected | cause (something unpleasant or painful) to be suffered by someone or something. | a native or inhabitant of the province of sindh in pakistan. | wave or flutter in the wind.
ameristic | botany. of a gametophyte of a fern: that lacks a meristem, and is capable of producing antheridia only. contrasted with meristic adj. 3. | a type of bet in which three selections are made, with any winnings from the first being transferred to the second and then (if successful) to the third. | escape or avoid (someone or something), especially by guile or trickery. | requiring considerable time and effort.
amethopterin | the antineoplastic and immunosuppressive drug methotrexate. | a person of mixed european (or european american) and asian parentage. | producing or emitting little or no smoke. | the indonesian language of bali, with around 4 million speakers.
back sass | insolent or cheeky remarks, esp. made in reply to someone in authority | in a way that relates to the running of a home or to family relations. | a stupid person. | a flash of forked lightning.
back-sass | transitive. to reply to or address (a person, esp. someone in authority) in an insolent or cheeky manner. | a person or animal that climbs. | injury or disability caused when the normal position of a joint or other part of the body is disturbed. | a professional attendant or mourner at a funeral.
bake | the face. also: the nose. | the rough silk enveloping a silkworm's cocoon. | used as a nickname for a ship's gunnery officer. | accurately or without variation.
bakeable | that can be baked | a course of action or way of achieving a specified result. | troops armed with rifles. | on the top of.
baked-in | fixed or embedded into something, usually by the application of heat | politically liberal and environmentally aware. | the forward upper corner of a quadrilateral fore-and-aft sail. | the latest time or date by which something should be completed.
baker's boy | a boy or young man employed to perform various tasks in a bakery and to deliver bread to customers | wholly or partly of non-white descent. | the holder of a concession or grant, especially for the use of land or commercial premises or for trading rights. | stand or sit erect after bending.
baker's cyst | a cyst formed by the displacement of synovial fluid from inside a joint | watt(s). | a finite period in which someone is affected by a specified illness. | travel by jet aircraft.
bakgat | very good, excellent. | used with a proper name to indicate someone or something's similarity to the person or event specified. | leading down towards the bottom of a slope. | a level or rank in an organization, a profession, or society.
bakhtinian | of, relating to, or in accordance with the theories of russian literary theorist mikhail bakhtin (1895–1975). | concerned with beauty or the appreciation of beauty. | in utter confusion or chaos. | the direction or production of films for the cinema or television.
bak kut teh | in malaysian and singaporean cookery: a dish consisting of pork ribs in a broth seasoned with herbs and spices. | ability to survive or live successfully. | splendour and impressiveness, especially of appearance or style. | make (an indelible design) on a part of the body by inserting pigment into punctures in the skin.
baktun | in the ancient mayan calendar: a period of 144,000 days, equivalent to 20 cycles of the katun | (of a quality) of a sort or level to be generally expected. | highly praised or admired. | a sheet of paper folded once to form two leaves (four pages) of a book.
baku | a mythical creature possessing the body parts of various different animals and believed to eat bad dreams. | a deer's antler. | used to express joy or approval. | a reasonable or comprehensible rationale.
bakufu | the government or council of japan during the rule of the shoguns (1192–1867) | pining or longing for someone or something. | ask a question about something, especially in order to express one's doubts about it or to check its validity or accuracy. | a person skilled in foreign languages.
bakwena | of, belonging to, or relating to the bakwena | (of a body or substance) having a high susceptibility to magnetization, the strength of which depends on that of the applied magnetizing field, and which may persist after removal of the applied field. this is the kind of magnetism displayed by iron, and is associated with parallel magnetic alignment of neighbouring atoms. | white people collectively regarded as the controlling group in society. | a box containing twelve bottles of wine or other drink, sold as a unit.
bash | an improvised or rudimentary shelter, esp. one built by a homeless person. | dress or behave in a flashy manner. | a small figure of a human being used in sorcery and witchcraft. | in a way that causes someone to believe that something is true or real.
basher | originally british army slang. a hut | infect; contaminate. | an individual leaf of paper or parchment, either loose as one of a series or forming part of a bound volume, which is numbered on the recto or front side only. | a fenced passage with one narrow end, used for handling cattle or sheep.
bogosity | the quality or fact of being bogus | make an accusation or assertion that. | the obverse of a coin. | an asian and australasian starling that typically has dark plumage, gregarious behaviour, and a loud call.
bohemish | of, relating to, or originating in bohemia | consider (an idea or proposal) casually or indecisively. | dissimilar or different from each other. | begin to speak or write about something in the specified manner.
bohunkus | a stupid, obnoxious, or worthless person. often as a general term of abuse or contemptuous form of address. | (in eastern and southern africa) an enclosure, especially for animals. | a version of a film after editing. | (in the uk) each of the five main flat races of the horse-racing season.
booze can | an unlicensed bar or other drinking establishment, esp. one set up in a private home. | lower in grade or rank than. | violently break (something) into pieces. | of or using dactyls.
bread bowl | a bowl in which bread may be made or served. | a folded or compressed edge. | a group of interdependent plants or animals growing or living together in natural conditions or occupying a specified habitat. | demonstrating aggression and willingness to fight.
breadbox | a box for storing bread and other baked goods | prejudice, stereotyping, or discrimination, typically against women, on the basis of sex. | a deep recess or notch on the edge or surface of something. | an act or instance of jerking or tightening the line to secure a fish that has already taken the bait or fly.
bread flake | a flake of bread | having or representing the sun as the centre, as in the accepted astronomical model of the solar system. | suppress (a feeling or action) | only a short time ahead.
bread hook | slang (originally and chiefly north american). a finger or hand. usually in plural. | a social theory favouring freedom of action for individuals over collective or state control. | inflatable. | annoying or unwelcome.
breading | breadcrumbs, typically mixed with other ingredients, used to cover food before frying, grilling, or baking to produce a crisp outer coating | relating to or made with a telescope. | an operation or group of operations treated as a single and distinct unit. | an option allowing a change in the method of operation of a device, especially a camera.
breadthening | the action or process of increasing the breadth of something | (of a bird, bat, or insect) move through the air using wings. | an element providing interest and excitement. | the commonest large tuna, which occurs worldwide in warm seas. it is probably the largest bony fish, and is very important as a food and game fish.
coboss | used as a call to summon or attract the attention of cattle. | an event in which horses, dogs, or other animals compete or perform. | the sahaptin dialect of the yakima. | include comprehensively.
codable | that may be coded (in various senses). | taken as a whole; in combination. | a small, fat person. | with great attention to detail; meticulously.
coddie | scottish. the atlantic cod, gadus morhua. | liable to change; easily altered. | (of a ski run) of the highest level of difficulty, as indicated by black markers positioned along it. | a feeling of doubt or apprehension about the outcome or consequences of something.
code duello | an established set of rules or conventions followed by duellists. | force someone out of (a place) or into (a specified state) by starvation. | full of or characterized by noise. | the holder of a position or office.
code-hop | intransitive. of a sportsperson: to switch from playing one form of football to another, esp. from rugby union to rugby league or vice versa. | newspapers or journalists viewed collectively. | a major fault separating blocks of the earth's surface; a rift valley. | necessary for (someone) as a duty or responsibility.
code-hopper | a sportsperson who moves from playing one form of football to another | moving in a constant direction on (a road, path, or any more or less horizontal surface) | a person who worships nature or natural objects. | a path or track for horse riders, typically one through woods.
code-named | having a code name. | a dish consisting of oatmeal or another meal or cereal boiled in water or milk. | a pleasant or peaceful area or period in the midst of a difficult or hectic place or situation. | a device on a camera showing the field of view of the lens, used in framing and focusing the picture.
codespeak | deliberately euphemistic, ambiguous, or indirect language | the edge of a surfboard or sailboard. | the branch of medicine which deals with the incidence, distribution, and possible control of diseases and other factors relating to health. | excellent.
coding | that contains or forms part of the genetic code | hang heavily. | a person to whom a voluntary conveyance or disposition is made. | goodbye.
cod jigger | an unbaited hook or number of hooks set in a lead weight and used in cod jigging | (of a woman) having large breasts. | publicly criticize (someone or something) by using ridicule, irony, or sarcasm. | open and responsive to suggestion; easily persuaded or controlled.
cod jigging | fishing for cod using an unbaited hook or number of hooks at the end of a weighted line that is jerked sharply up through the water. | a date or event marking the beginning of a new and distinct period of time. | something that shocks, especially through being unacceptable or sensational. | after an implied point of time.
codominance | forestry. in forest trees: the condition of having crowns that reach but do not extend above the average level of the canopy. | an apparatus for weighing, especially one with a central pivot, beam, and two scales. | relating to the mon or their language. | learning concerned with human culture, especially literature, history, art, music, and philosophy.
conibear | a trap consisting of two rectangular metal frames designed to snap shut on the body of an animal, killing it instantly | a style of jazz or dance music with a flowing but vigorous rhythm. | turn from liquid into vapour. | imaginative or fanciful; remote from reality.
cook-chill | designating a technique of food preparation in which meals are cooked, then immediately chilled, to be served reheated within a period of days | relating to the nose. | cloth that has been dyed using the batik method. | provoke to action.
cook-chilled | of food or a meal: cooked, then immediately chilled, to be served reheated within a period of days | an abrupt change of direction. | eat. | (of a person) show anger or irritation.
cooked-up | contrived, created, or altered for the purpose of deception or to suit a purpose | a form of dance music incorporating elements of drum and bass, house music, and soul, characterized by a rhythm in which the second and fourth beats of the bar are omitted. | the action or policy of preventing the expansion of a hostile country or influence. | a tool for widening or finishing drilled holes.
cookie jar | a large jar or other container with a lid, used to store biscuits or the like. | relating to psychology. | split (a process) into two or more independent processes. | the owner's residence on a sheep or cattle station.
cookie monster | a person who or thing which resembles the cookie monster in being voraciously hungry or insatiably greedy | loud and enthusiastic approval. | a water-soluble cleansing agent which combines with impurities and dirt to make them more soluble, and differs from soap in not forming a scum with the salts in hard water. | very.
cooking spoon | a large, long-handled spoon used in cooking food. | an acceptance that something exists or is true, especially one without proof. | the action or process of forgiving or being forgiven. | designed to be used by two people.
cooking ware | pots, pans, ovenware, etc., used in cooking | given to disclosing secrets. | (of a soft drink) effervescent on account of containing dissolved carbon dioxide. | a playing card bearing a representation of a king, normally ranking next below an ace.
cook islander | a native or inhabitant of the cook islands. | make (a company or organization) smaller by eliminating staff positions. | a phone. | the legal right to demand compensation or payment.
cook islands maori | a member of the polynesian original people of the cook islands | an imitation of a fanfare (typically used to indicate an impressive entrance or a dramatic announcement). | exhibiting or characterized by excessive pride or boastfulness. | a win or success.
cookless | of food: that is raw or uncooked | the physical arrangement of actors on a stage or film set. | a plain narrow bed. | a rowdy or mischievous person, especially a child.
cookset | a set of cooking pots, pans, utensils, etc., spec. one in which the items can be packed compactly for use in camping. | relating to côte d'ivoire (ivory coast) or its people. | avoiding the company of other people; solitary. | a form or set of forms of a verb showing the relation of the subject to the action.
cook-up | an informal or impromptu meal, esp. one cooked and eaten outdoors | serve as a receptacle for. | a device in a motor vehicle transmission allowing the drive shaft to spin faster than the engine. | a formal notice of a financial transaction.
cookware | pots, pans, ovenware, etc., used in cooking. | wall street. | something done or presented in order to evoke feelings of nostalgia. | having a reversible chemical reaction and therefore able to store energy.
crafter | a person who practises, or is employed in, a manual art, trade, or occupation | a hill, typically one that is round or conical in shape. | be decorated with scattered patches of. | a danger or risk.
crafternoon | an afternoon spent making objects by hand, esp. practical or decorative items for use in the home | assign to a different class or category. | rare, exotic, or obscure. | falls of snow.
craft shop | a building or room equipped and used for a particular craft, or manual trade or occupation | a brief statement or account of the main points of something. | the numbers from thirty to thirty-nine, especially the years of a century or of a person's life. | a ski resort in south central colorado; population 5,902 (est. 2008).
craftsmanly | befitting or characteristic of a craftsman | a garment resembling a pair of tights worn by a dancer or acrobat. | cause (someone) to lose confidence or enthusiasm. | a tree whose top and branches have been pollarded.
currywurst | a dish consisting of german sausage covered with a sauce of tomato ketchup mixed with curry powder. | (chiefly of a software feature) be usable but regarded as obsolete and best avoided, typically because it has been superseded. | having or showing left-wing tendencies. | put (a plan, order, or course of action) into effect.
gotch | underpants | a minute sharp-pointed object or structure that is typically present in large numbers, such as a fine particle of ice. | (of a country or region) having valuable natural resources or a successful economy. | a product review of software carried out before release.
gypster | a person, esp. a trader, who defrauds or cheats others | hit (someone or something) hard. | make (someone) unhappy, disappointed, or worried. | a man; a guy (often as a form of address)
gypsy’s | an act of urination | a person who supervises the actors and other staff in a film, play, or similar production. | an act of talking or writing in an unrestrained or heartfelt way. | a person with extreme racist or authoritarian views.
half-baken | baked only halfway to completion | a gigantic mythological bird described in the arabian nights. | a small round stone used to cover road surfaces. | an insignificant person or thing.
implicit bias | any unconscious or unacknowledged preference that affects a person's outlook or behaviour | a thick, tangled hairstyle or mass of hair. | a longitudinal ridge on the side of certain ovules or seeds. | (after a measurement) giving the distance from side to side.
jinx | originally and chiefly in children's speech: an exclamation used after two people utter the same word or phrase in the same moment. | to or at a lower price, value, or rank. | features that lend a particularly interesting quality to something. | a person who is old and incapable or outdated.
kitchen | in african-american usage: the nape of the neck | rapidity of movement or action. | the buying or obtaining of assets or objects. | a code word representing the letter x, used in radio communication.
kitchenalia | cooking utensils and other items associated with the kitchen, regarded collectively, esp. as collectable items. | a milkshake. | forming or belonging to a bottom layer or base. | the control of a state or organization by large interest groups.
kitchened | provided with a kitchen | a quantity adjusting a numerical result to allow for a departure from standard conditions. | bring (a witness) into court to give evidence. | pay attention to; take notice of.
kitchen sink | transitive. business. to announce losses and other negative financial results all at the same time in the hope of lessening their impact. | a chisel with a concave blade, used in carpentry, sculpture, and surgery. | a short or casual relationship. | not adorned or decorated.
